STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/20/2009,,73,82,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/21/2009,,73,79,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/22/2009,,74,81,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/23/2009,,74,79,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/24/2009,,74,79,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/25/2009,,75,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/26/2009,,76,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/27/2009,,75,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/28/2009,,76,81,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/29/2009,,76,81,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/30/2009,,76,,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/31/2009,,75,80,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/1/2009,,77,85,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/2/2009,,78,85,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/3/2009,,79,90,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/4/2009,,81,90,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/5/2009,,80,89,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/6/2009,,79,84,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/7/2009,,78,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/8/2009,,79,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/9/2009,,79,85,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/10/2009,,80,87,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/11/2009,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/12/2009,,80,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/13/2009,,79,86,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/14/2009,,79,84,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/15/2009,,78,,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/16/2009,,80,85,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/17/2009,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/18/2009,,81,,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/19/2009,,81,,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/20/2009,,80,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/21/2009,,82,91,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/22/2009,,84,98,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/23/2009,,85,94,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/24/2009,,84,97,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/25/2009,,82,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/26/2009,,80,87,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/27/2009,,80,,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/28/2009,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/29/2009,,83,96,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/30/2009,,84,92,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/1/2009,,85,92,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/2/2009,,80,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/3/2009,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/4/2009,,79,,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/5/2009,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/6/2009,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/7/2009,,80,85,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/8/2009,,80,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/9/2009,,81,,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/10/2009,,83,88,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/11/2009,,83,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/12/2009,,82,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/13/2009,,81,85,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/14/2009,,81,86,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/15/2009,,81,86,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/16/2009,,80,85,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/17/2009,,81,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/18/2009,,81,87,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/19/2009,,83,88,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/20/2009,,81,87,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/21/2009,,81,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/22/2009,,81,86,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/23/2009,,81,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/24/2009,,81,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/25/2009,,81,87,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/26/2009,,83,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/27/2009,,83,92,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/28/2009,,83,87,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/29/2009,,82,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/30/2009,,80,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/31/2009,,81,104,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/1/2009,,81,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/2/2009,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/3/2009,,80,86,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/4/2009,,82,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/5/2009,,82,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/6/2009,,81,89,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/7/2009,,81,,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/8/2009,,81,87,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/9/2009,,83,89,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/10/2009,,82,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/11/2009,,80,86,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/12/2009,,80,85,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/13/2009,,80,85,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/14/2009,,79,,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/15/2009,,81,87,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/16/2009,,81,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/17/2009,,80,85,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/18/2009,,81,87,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/19/2009,,80,,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/20/2009,,81,87,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/21/2009,,81,86,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/22/2009,,81,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/23/2009,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/24/2009,,79,86,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/25/2009,,79,85,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/26/2009,,79,83,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/27/2009,,80,85,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/28/2009,,80,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/29/2009,,78,,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/30/2009,,78,87,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/31/2009,,80,85,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/1/2009,,81,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/2/2009,,80,84,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/3/2009,,79,85,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/4/2009,,80,86,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/5/2009,,80,,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/6/2009,,80,,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/7/2009,,81,86,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/8/2009,,80,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/9/2009,,79,86,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/10/2009,,78,,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/11/2009,,79,93,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/12/2009,,80,87,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/13/2009,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/14/2009,,78,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/15/2009,,80,90,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/16/2009,,80,85,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/17/2009,,80,87,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/18/2009,,82,99,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/19/2009,,80,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/20/2009,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/21/2009,,77,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/22/2009,,78,82,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/23/2009,,79,84,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/24/2009,,80,,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/25/2009,,79,87,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/26/2009,,80,89,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/27/2009,,81,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/28/2009,,79,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/29/2009,,78,83,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/30/2009,,76,83,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/1/2009,,77,82,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/2/2009,,76,85,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/3/2009,,76,,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/4/2009,,75,,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/5/2009,,76,83,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/6/2009,,78,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/7/2009,,77,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/8/2009,,77,83,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/9/2009,,78,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/10/2009,,76,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/11/2009,,74,81,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/12/2009,,73,,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/13/2009,,72,85,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/14/2009,,74,88,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/15/2009,,77,90,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/16/2009,,78,92,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/17/2009,,80,94,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/18/2009,,82,97,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/19/2009,,82,96,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/20/2009,,79,85,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/21/2009,,76,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/22/2009,,74,79,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/23/2009,,72,80,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/24/2009,,71,78,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/25/2009,,74,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/26/2009,,73,83,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/27/2009,,76,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/28/2009,,73,81,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/29/2009,,72,79,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/30/2009,,70,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",10/31/2009,,69,79,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/1/2009,,68,,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/2/2009,0.2,65,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/3/2009,0.47,65,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/4/2009,0.03,64,77,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/5/2009,0,68,,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/6/2009,,70,79,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/7/2009,,71,83,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/8/2009,,72,85,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/9/2009,,69,77,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/10/2009,,68,79,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/11/2009,,69,81,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/12/2009,,69,76,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/13/2009,0.04,70,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/14/2009,0,69,74,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/15/2009,,69,73,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/16/2009,,70,75,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/17/2009,,70,74,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/18/2009,,69,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/19/2009,,67,,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/20/2009,,68,74,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/21/2009,,69,74,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/22/2009,,65,74,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/23/2009,,65,74,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/24/2009,,68,74,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/25/2009,,65,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/26/2009,,63,72,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/27/2009,,67,,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/28/2009,,67,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/29/2009,,66,73,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/30/2009,,68,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/1/2009,,67,74,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/2/2009,,67,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/3/2009,,63,71,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/4/2009,,62,72,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/5/2009,,60,72,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/6/2009,,58,68,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/7/2009,0.2,66,71,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/8/2009,0,66,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/9/2009,0.02,62,70,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/10/2009,0.35,62,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/11/2009,0,60,68,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/12/2009,0.03,60,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/13/2009,0.03,59,70,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/14/2009,0,59,72,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/15/2009,,59,71,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/16/2009,,64,73,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/17/2009,,63,68,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/18/2009,,60,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/19/2009,,60,76,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/20/2009,,62,79,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/21/2009,,62,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/22/2009,,63,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/23/2009,,62,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/24/2009,,60,69,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/25/2009,,61,72,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/26/2009,,58,70,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/27/2009,,60,77,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/28/2009,,64,,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/29/2009,0,65,70,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/30/2009,,65,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/31/2009,,63,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/1/2010,,61,77,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/2/2010,,64,78,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/3/2010,,65,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/4/2010,,63,69,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/5/2010,,61,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/6/2010,,60,70,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/7/2010,,60,70,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/8/2010,,60,69,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/9/2010,,62,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/10/2010,,59,74,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/11/2010,,62,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/12/2010,,58,65,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/13/2010,,58,68,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/14/2010,,57,70,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/15/2010,,56,68,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/16/2010,,60,72,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/17/2010,,61,65,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/18/2010,,62,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/19/2010,,60,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/20/2010,0.39,58,64,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/21/2010,0.16,56,64,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/22/2010,0,57,,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/23/2010,,60,,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/24/2010,,56,65,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/25/2010,,58,61,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/26/2010,,56,59,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/27/2010,,56,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/28/2010,,56,68,42
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/29/2010,,59,,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/30/2010,,64,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/31/2010,,60,69,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/1/2010,,57,71,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/2/2010,,59,72,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/3/2010,,58,62,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/4/2010,,56,66,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/5/2010,,57,62,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/6/2010,0.04,56,62,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/7/2010,0,53,65,42
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/8/2010,,59,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/9/2010,,58,67,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/10/2010,,60,75,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/11/2010,,61,,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/12/2010,,61,78,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/13/2010,,66,81,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/14/2010,,68,89,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/15/2010,,70,90,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/16/2010,,64,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/17/2010,,66,83,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/18/2010,,66,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/19/2010,,65,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/20/2010,,69,87,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/21/2010,,65,72,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/22/2010,,62,66,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/23/2010,,59,67,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/24/2010,,58,69,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/25/2010,0,61,66,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/26/2010,0.2,62,67,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/27/2010,0,64,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/28/2010,,63,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/1/2010,,62,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/2/2010,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/3/2010,,64,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/4/2010,,65,75,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/5/2010,,66,79,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/6/2010,,63,71,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/7/2010,,62,76,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/8/2010,,74,96,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/9/2010,,68,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/10/2010,,67,75,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/11/2010,,68,90,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/12/2010,,65,,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/13/2010,,65,74,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/14/2010,,68,78,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/15/2010,,65,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/16/2010,,62,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/17/2010,,61,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/18/2010,,60,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/19/2010,,60,65,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/20/2010,,62,66,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/21/2010,,62,67,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/22/2010,,63,70,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/23/2010,,61,66,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/24/2010,,60,66,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/25/2010,,61,69,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/26/2010,,64,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/27/2010,,64,68,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/28/2010,,65,83,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/29/2010,,64,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/30/2010,,63,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/31/2010,,62,74,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/1/2010,,68,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/2/2010,,73,92,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/3/2010,,68,,
